event_id,event_date,storm_group_id,storm_min_time_ut,min_symh_or_dst,storm_class,include_reason,phase_window,priority_level,opportunity_type
storm_048_2012032804_20120328,2012-03-28,storm_048_2012032804,2012-03-28T04:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_048_2012032804_20120329,2012-03-29,storm_048_2012032804,2012-03-28T04:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_049_2012040507_20120404,2012-04-04,storm_049_2012040507,2012-04-05T07:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_049_2012040507_20120405,2012-04-05,storm_049_2012040507,2012-04-05T07:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_049_2012040507_20120406,2012-04-06,storm_049_2012040507,2012-04-05T07:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_050_2012041304_20120412,2012-04-12,storm_050_2012041304,2012-04-13T04:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_050_2012041304_20120413,2012-04-13,storm_050_2012041304,2012-04-13T04:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_050_2012041304_20120414,2012-04-14,storm_050_2012041304,2012-04-13T04:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_051_2012042404_20120422,2012-04-22,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_051_2012042404_20120423,2012-04-23,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_051_2012042404_20120424,2012-04-24,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_052_2012042512_20120424,2012-04-24,storm_052_2012042512,2012-04-25T12:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_053_2012042515_20120424,2012-04-24,storm_053_2012042515,2012-04-25T15:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_054_2012042520_20120424,2012-04-24,storm_054_2012042520,2012-04-25T20:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_051_2012042404_20120425,2012-04-25,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_052_2012042512_20120425,2012-04-25,storm_052_2012042512,2012-04-25T12:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_053_2012042515_20120425,2012-04-25,storm_053_2012042515,2012-04-25T15:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_054_2012042520_20120425,2012-04-25,storm_054_2012042520,2012-04-25T20:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_055_2012042602_20120425,2012-04-25,storm_055_2012042602,2012-04-26T02:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_051_2012042404_20120426,2012-04-26,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_052_2012042512_20120426,2012-04-26,storm_052_2012042512,2012-04-25T12:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_053_2012042515_20120426,2012-04-26,storm_053_2012042515,2012-04-25T15:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_054_2012042520_20120426,2012-04-26,storm_054_2012042520,2012-04-25T20:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_055_2012042602_20120426,2012-04-26,storm_055_2012042602,2012-04-26T02:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_051_2012042404_20120427,2012-04-27,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_055_2012042602_20120427,2012-04-27,storm_055_2012042602,2012-04-26T02:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_056_2012061201_20120611,2012-06-11,storm_056_2012061201,2012-06-12T01:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_056_2012061201_20120612,2012-06-12,storm_056_2012061201,2012-06-12T01:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_056_2012061201_20120613,2012-06-13,storm_056_2012061201,2012-06-12T01:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_057_2012061713_20120616,2012-06-16,storm_057_2012061713,2012-06-17T13:30:00Z,-86.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_057_2012061713_20120617,2012-06-17,storm_057_2012061713,2012-06-17T13:30:00Z,-86.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_058_2012061822_20120617,2012-06-17,storm_058_2012061822,2012-06-18T22:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_057_2012061713_20120618,2012-06-18,storm_057_2012061713,2012-06-17T13:30:00Z,-86.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_058_2012061822_20120618,2012-06-18,storm_058_2012061822,2012-06-18T22:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_058_2012061822_20120619,2012-06-19,storm_058_2012061822,2012-06-18T22:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_059_2012070912_20120708,2012-07-08,storm_059_2012070912,2012-07-09T12:30:00Z,-78.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_059_2012070912_20120709,2012-07-09,storm_059_2012070912,2012-07-09T12:30:00Z,-78.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_059_2012070912_20120710,2012-07-10,storm_059_2012070912,2012-07-09T12:30:00Z,-78.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_060_2012071516_20120713,2012-07-13,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_060_2012071516_20120714,2012-07-14,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_060_2012071516_20120715,2012-07-15,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_060_2012071516_20120716,2012-07-16,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_060_2012071516_20120717,2012-07-17,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_060_2012071516_20120718,2012-07-18,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_061_2012090310_20120902,2012-09-02,storm_061_2012090310,2012-09-03T10:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_062_2012090319_20120902,2012-09-02,storm_062_2012090319,2012-09-03T19:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_061_2012090310_20120903,2012-09-03,storm_061_2012090310,2012-09-03T10:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_062_2012090319_20120903,2012-09-03,storm_062_2012090319,2012-09-03T19:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_063_2012090407_20120903,2012-09-03,storm_063_2012090407,2012-09-04T07:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_061_2012090310_20120904,2012-09-04,storm_061_2012090310,2012-09-03T10:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_062_2012090319_20120904,2012-09-04,storm_062_2012090319,2012-09-03T19:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_063_2012090407_20120904,2012-09-04,storm_063_2012090407,2012-09-04T07:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_064_2012090505_20120904,2012-09-04,storm_064_2012090505,2012-09-05T05:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_063_2012090407_20120905,2012-09-05,storm_063_2012090407,2012-09-04T07:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_064_2012090505_20120905,2012-09-05,storm_064_2012090505,2012-09-05T05:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_064_2012090505_20120906,2012-09-06,storm_064_2012090505,2012-09-05T05:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_065_2012100104_20120929,2012-09-29,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_065_2012100104_20120930,2012-09-30,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_065_2012100104_20121001,2012-10-01,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_065_2012100104_20121002,2012-10-02,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_065_2012100104_20121003,2012-10-03,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_065_2012100104_20121004,2012-10-04,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_066_2012100908_20121007,2012-10-07,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_066_2012100908_20121008,2012-10-08,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_066_2012100908_20121009,2012-10-09,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_066_2012100908_20121010,2012-10-10,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_066_2012100908_20121011,2012-10-11,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_066_2012100908_20121012,2012-10-12,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_067_2012101307_20121012,2012-10-12,storm_067_2012101307,2012-10-13T07:30:00Z,-90.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_068_2012101319_20121012,2012-10-12,storm_068_2012101319,2012-10-13T19:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_067_2012101307_20121013,2012-10-13,storm_067_2012101307,2012-10-13T07:30:00Z,-90.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_068_2012101319_20121013,2012-10-13,storm_068_2012101319,2012-10-13T19:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_069_2012101411_20121013,2012-10-13,storm_069_2012101411,2012-10-14T11:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_070_2012101420_20121013,2012-10-13,storm_070_2012101420,2012-10-14T20:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_067_2012101307_20121014,2012-10-14,storm_067_2012101307,2012-10-13T07:30:00Z,-90.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_068_2012101319_20121014,2012-10-14,storm_068_2012101319,2012-10-13T19:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_069_2012101411_20121014,2012-10-14,storm_069_2012101411,2012-10-14T11:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_070_2012101420_20121014,2012-10-14,storm_070_2012101420,2012-10-14T20:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_069_2012101411_20121015,2012-10-15,storm_069_2012101411,2012-10-14T11:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_070_2012101420_20121015,2012-10-15,storm_070_2012101420,2012-10-14T20:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_071_2012110120_20121031,2012-10-31,storm_071_2012110120,2012-11-01T20:30:00Z,-65.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_071_2012110120_20121101,2012-11-01,storm_071_2012110120,2012-11-01T20:30:00Z,-65.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_071_2012110120_20121102,2012-11-02,storm_071_2012110120,2012-11-01T20:30:00Z,-65.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_072_2012111407_20121112,2012-11-12,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_072_2012111407_20121113,2012-11-13,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_072_2012111407_20121114,2012-11-14,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_072_2012111407_20121115,2012-11-15,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_072_2012111407_20121116,2012-11-16,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_072_2012111407_20121117,2012-11-17,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_073_2013011723_20130116,2013-01-16,storm_073_2013011723,2013-01-17T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_073_2013011723_20130117,2013-01-17,storm_073_2013011723,2013-01-17T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_073_2013011723_20130118,2013-01-18,storm_073_2013011723,2013-01-17T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_074_2013012622_20130125,2013-01-25,storm_074_2013012622,2013-01-26T22:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_074_2013012622_20130126,2013-01-26,storm_074_2013012622,2013-01-26T22:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_074_2013012622_20130127,2013-01-27,storm_074_2013012622,2013-01-26T22:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_075_2013030110_20130228,2013-02-28,storm_075_2013030110,2013-03-01T10:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_076_2013030117_20130228,2013-02-28,storm_076_2013030117,2013-03-01T17:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_077_2013030123_20130228,2013-02-28,storm_077_2013030123,2013-03-01T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_075_2013030110_20130301,2013-03-01,storm_075_2013030110,2013-03-01T10:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_076_2013030117_20130301,2013-03-01,storm_076_2013030117,2013-03-01T17:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_077_2013030123_20130301,2013-03-01,storm_077_2013030123,2013-03-01T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_075_2013030110_20130302,2013-03-02,storm_075_2013030110,2013-03-01T10:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_076_2013030117_20130302,2013-03-02,storm_076_2013030117,2013-03-01T17:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_077_2013030123_20130302,2013-03-02,storm_077_2013030123,2013-03-01T23:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_078_2013031720_20130315,2013-03-15,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_078_2013031720_20130316,2013-03-16,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_078_2013031720_20130317,2013-03-17,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_079_2013031816_20130317,2013-03-17,storm_079_2013031816,2013-03-18T16:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_078_2013031720_20130318,2013-03-18,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_079_2013031816_20130318,2013-03-18,storm_079_2013031816,2013-03-18T16:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_078_2013031720_20130319,2013-03-19,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_079_2013031816_20130319,2013-03-19,storm_079_2013031816,2013-03-18T16:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_078_2013031720_20130320,2013-03-20,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_080_2013032104_20130320,2013-03-20,storm_080_2013032104,2013-03-21T04:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_080_2013032104_20130321,2013-03-21,storm_080_2013032104,2013-03-21T04:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_080_2013032104_20130322,2013-03-22,storm_080_2013032104,2013-03-21T04:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_081_2013032916_20130328,2013-03-28,storm_081_2013032916,2013-03-29T16:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_081_2013032916_20130329,2013-03-29,storm_081_2013032916,2013-03-29T16:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_081_2013032916_20130330,2013-03-30,storm_081_2013032916,2013-03-29T16:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_082_2013050113_20130430,2013-04-30,storm_082_2013050113,2013-05-01T13:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_083_2013050118_20130430,2013-04-30,storm_083_2013050118,2013-05-01T18:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_082_2013050113_20130501,2013-05-01,storm_082_2013050113,2013-05-01T13:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_083_2013050118_20130501,2013-05-01,storm_083_2013050118,2013-05-01T18:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_084_2013050202_20130501,2013-05-01,storm_084_2013050202,2013-05-02T02:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_082_2013050113_20130502,2013-05-02,storm_082_2013050113,2013-05-01T13:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_083_2013050118_20130502,2013-05-02,storm_083_2013050118,2013-05-01T18:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_084_2013050202_20130502,2013-05-02,storm_084_2013050202,2013-05-02T02:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_084_2013050202_20130503,2013-05-03,storm_084_2013050202,2013-05-02T02:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_085_2013051804_20130517,2013-05-17,storm_085_2013051804,2013-05-18T04:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_085_2013051804_20130518,2013-05-18,storm_085_2013051804,2013-05-18T04:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_086_2013051914_20130518,2013-05-18,storm_086_2013051914,2013-05-19T14:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_085_2013051804_20130519,2013-05-19,storm_085_2013051804,2013-05-18T04:30:00Z,-61.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_086_2013051914_20130519,2013-05-19,storm_086_2013051914,2013-05-19T14:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_086_2013051914_20130520,2013-05-20,storm_086_2013051914,2013-05-19T14:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_087_2013052506_20130524,2013-05-24,storm_087_2013052506,2013-05-25T06:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_088_2013052519_20130524,2013-05-24,storm_088_2013052519,2013-05-25T19:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_089_2013052521_20130524,2013-05-24,storm_089_2013052521,2013-05-25T21:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_087_2013052506_20130525,2013-05-25,storm_087_2013052506,2013-05-25T06:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_088_2013052519_20130525,2013-05-25,storm_088_2013052519,2013-05-25T19:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_089_2013052521_20130525,2013-05-25,storm_089_2013052521,2013-05-25T21:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_087_2013052506_20130526,2013-05-26,storm_087_2013052506,2013-05-25T06:30:00Z,-59.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_088_2013052519_20130526,2013-05-26,storm_088_2013052519,2013-05-25T19:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_089_2013052521_20130526,2013-05-26,storm_089_2013052521,2013-05-25T21:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_090_2013060108_20130530,2013-05-30,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_090_2013060108_20130531,2013-05-31,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_090_2013060108_20130601,2013-06-01,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_091_2013060206_20130601,2013-06-01,storm_091_2013060206,2013-06-02T06:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_090_2013060108_20130602,2013-06-02,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_091_2013060206_20130602,2013-06-02,storm_091_2013060206,2013-06-02T06:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_090_2013060108_20130603,2013-06-03,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_091_2013060206_20130603,2013-06-03,storm_091_2013060206,2013-06-02T06:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_090_2013060108_20130604,2013-06-04,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_092_2013060702_20130606,2013-06-06,storm_092_2013060702,2013-06-07T02:30:00Z,-78.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
